"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit","Description of supplementary unit"
"321896","6","481141200080","481141000080","4811 41 20","4811 41","--- Of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber","Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in strips, rolls or sheets of a width of <= 10 cm, coated with unvulcanised natural or synthetic rubber",,
"321897","6","481141900080","481141000080","4811 41 90","4811 41","--- Other","Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. of a width of <= 10 cm coated with unvulcanised natural or synthetic rubber and goods of heading 4810)",,
"321898","5","481149000080","481141000010","4811 49 00",,"-- Other","Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. self-adhesive and goods of heading 4810)",,
"321899","4","481151000010","481100000080",,"4811","- Paper and paperboard, coated, impregnated or covered with plastics (excluding adhesives)",,,
"321900","5","481151000080","481151000010","4811 51 00",,"-- Bleached, weighing more than 150 g/m²","Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size, bleached and weighing > 150 g/m² (excl. adhesives)",,
"321901","5","481159000080","481151000010","4811 59 00",,"-- Other","Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size (excl. bleached and weighing > 150 g/m², and adhesives)",,
"321902","4","481160000080","481100000080","4811 60 00","4811","- Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol","Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4818)",,
"321903","4","481190000080","481100000080","4811 90 00","4811","- Other paper, paperboard, cellulose wadding and webs of cellulose fibres","Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809, 4810 and 4818, and of subheading 4811.10 to 4811.60)",,
"321904","3","481200000080","480021000090","4812 00 00","48"," Filter blocks, slabs and plates, of paper pulp","Filter blocks, slabs and plates, of paper pulp",,
"321905","3","481300000080","480021000090","4813","48"," Cigarette paper, whether or not cut to size or in the form of booklets or tubes","Cigarette paper, whether or not cut to size or in the form of booklets or tubes",,
"321906","4","481310000080","481300000080","4813 10 00","4813","- In the form of booklets or tubes","Cigarette paper in the form of booklets or tubes",,
"321907","4","481320000080","481300000080","4813 20 00","4813","- In rolls of a width not exceeding 5 cm","Cigarette paper in rolls of a width of <= 5 cm",,
"321908","4","481390000080","481300000080","4813 90 00","4813","- Other","Cigarette paper, whether or not cut to size (excl. in the form of booklets or tubes, and rolls of a width of <= 5 cm)",,
"321909","3","481400000080","480021000090","4814","48"," Wallpaper and similar wallcoverings; window transparencies of paper","Wallpaper and similar wallcoverings of paper; window transparencies of paper",,
"321910","4","481410000080","481400000080","4814 10 00","4814","- ‘Ingrain’ paper","''Ingrain'' paper",,
"321911","4","481420000080","481400000080","4814 20 00","4814","- Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics","Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured or design-printed or otherwise decorated layer of plastics",,
"321912","4","481430000080","481400000080","4814 30 00","4814","- Wallpaper and similar wallcoverings, consisting of paper covered, on the face side, with plaiting material, whether or not bound together in parallel strands or woven","Wallpaper and similar wallcoverings of paper, consisting of paper covered, on the face side, with plaiting material, whether or not bound together in parallel strands or woven",,
"321913","4","481490000080","481400000080","4814 90","4814","- Other","Wallpaper and similar wallcoverings of paper, window transparencies of paper (excl. ''ingrain'' paper and goods of subheading 4814,20 or 4814,30)",,
"321914","5","481490100080","481490000080","4814 90 10","4814 90","-- Wallpaper and similar wallcoverings, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated paper, coated or covered with transparent protective plastics","Wallpaper and similar wallcoverings of paper, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated or covered with transparent protective plastics",,
"321915","5","481490900080","481490000080","4814 90 90","4814 90","-- Other","Wallpaper and similar wallcoverings of paper, window transparencies of paper (excl. ''ingrain'' paper and goods of subheading 4814,30 and 4814.90.10)",,
"321916","3","481500000080","480021000090","4815 00 00","48"," Floor coverings on a base of paper or of paperboard, whether or not cut to size","Floor coverings on a base of paper or paperboard, whether or not cut to size (excl. similar floor coverings with textile backings, and floor coverings without backings)","m²","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"321917","3","481600000080","480021000090","4816","48"," Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 4809), duplicator stencils and offset plates, of paper, whether or not put up in boxes","Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets with no side measuring > 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, together with full duplicator stencils and offset plates of paper, whether or not in boxes",,
"321918","4","481610000080","481600000080","4816 10 00","4816","- Carbon or similar copying papers","Carbon or similar copying papers, in rolls of a width of <= 36 cm or in rectangular or square sheets with no side measuring > 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, whether or not in boxes",,
"321919","4","481620000080","481600000080","4816 20 00","4816","- Self-copy paper","Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no side measuring > 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, whether or not in boxes (excl. carbon or similar copying papers)",,
"321920","4","481630000080","481600000080","4816 30 00","4816","- Duplicator stencils","Duplicator stencils of paper, whether or not in boxes",,
"321921","4","481690000080","481600000080","4816 90 00","4816","- Other","Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets with no side measuring > 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, whether or not in boxes, together with offset plates of paper (excl. carbon or similar copying papers, self-copy paper and dulplicator stencils)",,
"321922","3","481700000080","480021000090","4817","48"," Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery","Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery (excl. letter cards, postcards and correspondence cards with imprinted postage stamps)",,
